TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_bin,Target
322.48,1,17,0,27.0,3,57.0,1.0,1238.43,Tinggi,3
20.27,1,24,1,18.0,3,22.0,1.0,796.35,Rendah,3
104.23,0,21,2,63.0,2,108.0,1.0,5009.29,Sedang,1
55.86,1,39,2,39.0,1,68.0,1.0,5346.46,Rendah,3
95.55,1,21,1,33.0,1,51.0,1.0,2434.74,Sedang,3
477.07,1,8,2,27.0,1,278.0,1.0,6568.07,Sangat Tinggi,4
21.41,1,21,2,57.0,0,99.0,1.0,658.91,Rendah,1
278.28,1,17,1,28.0,3,26.0,1.0,1346.88,Tinggi,3
215.39,1,11,0,27.0,3,216.0,1.0,1582.55,Tinggi,4
194.37,1,25,0,66.0,0,161.0,1.0,14395.88,Sedang,2
19.59,1,5,1,64.0,2,122.0,1.0,1061.69,Rendah,1
81.35,1,15,2,41.0,1,103.0,1.0,7192.45,Sedang,2
314.54,0,41,1,58.0,1,228.0,1.0,9923.45,Tinggi,4
466.64,1,19,0,58.0,0,11.0,1.0,10915.11,Sangat Tinggi,2
472.48,1,27,1,55.0,1,87.0,1.0,7128.82,Sangat Tinggi,0
67.15,1,16,2,59.0,0,14.0,1.0,9028.49,Rendah,2
102.67,1,0,1,79.0,2,119.0,1.0,4656.94,Sedang,1
453.49,1,39,1,66.0,0,147.0,1.0,6366.43,Sangat Tinggi,1
267.17,1,39,0,26.0,3,170.0,1.0,1382.62,Tinggi,3
111.26,1,4,0,66.0,0,43.0,1.0,14350.11,Sedang,2
121.17,1,31,0,68.0,0,158.0,1.0,12990.77,Sedang,2
213.28,1,23,1,51.0,2,94.0,1.0,4835.91,Tinggi,1
187.88,1,26,0,60.0,1,180.0,1.0,2154.58,Sedang,1
471.88,0,38,2,34.0,0,141.0,1.0,14833.34,Sangat Tinggi,2
83.79,1,26,0,57.0,1,47.0,1.0,5061.3,Sedang,1
99.16,1,37,2,79.0,2,202.0,1.0,2607.58,Sedang,1
839.33,0,21,1,60.0,0,86.0,1.0,11538.97,Sangat Tinggi,0
4.24,1,36,2,38.0,1,38.0,1.0,7822.73,Rendah,2
50.29,0,33,2,58.0,0,64.0,1.0,7604.9,Rendah,1
135.85,1,14,2,57.0,2,269.0,1.0,1480.39,Sedang,4
368.53,1,33,1,68.0,0,34.0,1.0,13696.31,Tinggi,2
17.95,0,34,1,64.0,0,135.0,1.0,12344.9,Rendah,2
127.8,0,41,1,31.0,1,47.0,1.0,8630.99,Sedang,2
16.73,1,15,2,45.0,1,48.0,1.0,2202.62,Rendah,3
317.12,1,13,1,44.0,0,80.0,1.0,14409.74,Tinggi,2
476.63,1,5,0,79.0,2,115.0,1.0,4894.25,Sangat Tinggi,1
156.58,1,32,1,24.0,3,160.0,1.0,8981.61,Sedang,2
55.12,0,15,2,34.0,1,261.0,1.0,3791.99,Rendah,4
15.74,1,10,1,27.0,3,38.0,1.0,690.16,Rendah,3
297.15,1,31,2,76.0,2,178.0,1.0,5449.37,Tinggi,1
647.85,1,29,1,36.0,0,121.0,1.0,13779.97,Sangat Tinggi,2
75.04,1,12,0,49.0,1,178.0,1.0,9648.6,Rendah,2
273.92,1,41,2,28.0,3,35.0,1.0,1029.15,Tinggi,3
215.8,0,17,1,51.0,2,66.0,1.0,3656.62,Tinggi,1
420.6,1,21,1,26.0,3,55.0,1.0,1778.75,Sangat Tinggi,3
688.36,0,22,1,23.0,3,22.0,1.0,5191.13,Sangat Tinggi,0
285.18,0,34,1,55.0,0,150.0,1.0,14847.97,Tinggi,2
213.55,1,4,0,63.0,0,15.0,1.0,5238.37,Tinggi,1
463.11,0,19,1,51.0,0,159.0,1.0,10238.82,Sangat Tinggi,2
309.56,1,5,2,58.0,0,147.0,1.0,972.04,Tinggi,1
377.08,0,23,1,26.0,3,71.0,1.0,6430.86,Sangat Tinggi,3
77.25,1,41,1,68.0,0,157.0,1.0,14077.97,Rendah,2
146.92,1,32,0,64.0,2,272.0,1.0,3990.6,Sedang,4
126.6,1,35,1,22.0,3,146.0,1.0,961.65,Sedang,3
101.34,1,4,0,24.0,3,46.0,1.0,703.26,Sedang,3
184.97,1,10,1,58.0,0,268.0,1.0,1156.67,Sedang,4
451.15,1,7,0,46.0,1,175.0,1.0,1356.47,Sangat Tinggi,0
516.47,0,5,0,25.0,3,94.0,1.0,1305.06,Sangat Tinggi,0
880.04,1,34,0,25.0,3,29.0,1.0,261.97,Sangat Tinggi,0
66.69,0,35,1,25.0,3,140.0,1.0,1210.33,Rendah,3
95.75,1,20,1,31.0,1,169.0,1.0,337.62,Sedang,3
98.03,1,12,1,54.0,1,165.0,1.0,6323.45,Sedang,1
617.66,1,4,0,42.0,1,128.0,1.0,7155.95,Sangat Tinggi,0
888.57,1,35,2,62.0,2,102.0,1.0,7896.14,Sangat Tinggi,0
107.48,1,29,1,22.0,3,129.0,1.0,591.23,Sedang,3
36.57,1,29,0,62.0,2,69.0,1.0,2583.07,Rendah,1
575.62,1,28,2,43.0,0,129.0,1.0,234.41,Sangat Tinggi,0
84.89,1,38,0,37.0,1,70.0,1.0,4735.61,Sedang,3
7.76,0,19,2,52.0,2,84.0,1.0,7393.11,Rendah,2
109.3,1,13,1,56.0,0,27.0,1.0,13510.11,Sedang,2
230.08,1,2,2,79.0,2,124.0,1.0,4466.1,Tinggi,1
361.92,1,11,0,54.0,2,111.0,1.0,7474.31,Tinggi,2
122.45,1,27,1,46.0,0,98.0,1.0,7255.49,Sedang,2
642.53,1,23,0,65.0,0,128.0,1.0,11417.91,Sangat Tinggi,0
175.21,0,23,0,69.0,0,69.0,1.0,6039.04,Sedang,1
168.0,0,40,1,32.0,1,11.0,1.0,3498.58,Sedang,3
11.46,1,6,2,67.0,2,73.0,1.0,6628.75,Rendah,1
382.07,0,29,1,62.0,0,147.0,1.0,10156.09,Sangat Tinggi,2
65.32,1,23,0,28.0,3,54.0,1.0,9165.02,Rendah,2
730.1,0,6,1,77.0,2,93.0,1.0,6384.05,Sangat Tinggi,0
85.31,1,18,0,62.0,2,27.0,1.0,6095.65,Sedang,1
726.61,1,31,0,18.0,3,277.0,1.0,1008.76,Sangat Tinggi,0
130.4,1,33,1,45.0,1,63.0,1.0,4381.24,Sedang,1
68.1,1,25,0,20.0,3,47.0,1.0,1382.8,Rendah,3
65.26,1,34,1,26.0,3,72.0,1.0,7380.63,Rendah,2
191.62,1,17,1,63.0,0,51.0,1.0,1981.67,Sedang,1
212.88,1,14,2,39.0,0,122.0,1.0,7036.72,Tinggi,2
88.38,1,41,0,30.0,1,138.0,1.0,3707.82,Sedang,3
390.09,1,12,2,26.0,1,49.0,1.0,2617.23,Sangat Tinggi,3
48.29,1,36,2,37.0,1,242.0,1.0,8883.4,Rendah,4
333.83,1,14,0,63.0,2,135.0,1.0,1660.66,Tinggi,1
100.27,1,24,2,79.0,2,51.0,1.0,4309.9,Sedang,1
44.54,1,35,0,31.0,1,164.0,1.0,362.4,Rendah,3
82.17,1,13,1,28.0,3,21.0,1.0,1913.06,Sedang,3
447.42,1,5,2,32.0,1,65.0,1.0,6133.22,Sangat Tinggi,0
590.26,0,2,1,25.0,3,48.0,1.0,1068.28,Sangat Tinggi,0
192.73,1,25,1,71.0,2,157.0,1.0,2037.75,Sedang,1
11.57,0,27,1,56.0,2,64.0,1.0,2061.61,Rendah,1
7.82,1,4,0,36.0,1,273.0,1.0,2240.49,Rendah,4
79.43,1,9,0,74.0,2,72.0,1.0,6579.37,Sedang,1
386.97,1,33,1,58.0,2,137.0,1.0,1876.35,Sangat Tinggi,1
51.22,1,14,1,23.0,3,82.0,1.0,1664.59,Rendah,3
256.05,1,26,0,54.0,2,35.0,1.0,6910.18,Tinggi,1
7.79,1,20,1,34.0,0,298.0,1.0,1319.85,Rendah,4
233.71,1,21,1,63.0,0,11.0,1.0,6095.5,Tinggi,1
176.37,1,4,1,55.0,2,126.0,1.0,2420.86,Sedang,1
86.41,1,14,0,75.0,2,125.0,1.0,3128.71,Sedang,1
21.57,1,37,0,54.0,2,71.0,1.0,7587.48,Rendah,1
82.67,1,25,1,26.0,3,46.0,1.0,290.59,Sedang,3
543.47,1,20,0,18.0,3,122.0,1.0,6165.03,Sangat Tinggi,0
346.76,0,38,1,21.0,3,116.0,1.0,1637.75,Tinggi,3
47.48,1,12,1,24.0,3,66.0,1.0,585.52,Rendah,3
64.92,1,1,1,58.0,1,236.0,1.0,5481.76,Rendah,4
350.72,0,14,0,28.0,3,48.0,1.0,1982.9,Tinggi,3
3.8,1,5,2,65.0,0,174.0,1.0,5766.96,Rendah,1
22.54,1,12,2,26.0,1,42.0,1.0,7139.11,Rendah,2
167.47,1,34,0,35.0,1,103.0,1.0,2293.13,Sedang,3
43.65,0,5,1,30.0,1,212.0,1.0,2870.67,Rendah,4
390.77,1,32,2,44.0,0,34.0,1.0,5500.56,Sangat Tinggi,0
508.16,1,23,0,39.0,1,131.0,1.0,5609.44,Sangat Tinggi,0
332.33,1,18,0,27.0,3,101.0,1.0,192.63,Tinggi,3
362.09,1,27,1,32.0,1,31.0,1.0,6590.28,Tinggi,2
42.58,1,38,2,30.0,0,80.0,1.0,13485.0,Rendah,2
248.66,1,6,2,28.0,1,113.0,1.0,2571.39,Tinggi,3
461.25,0,34,2,54.0,0,171.0,1.0,676.1,Sangat Tinggi,0
61.77,1,5,1,56.0,0,49.0,1.0,12352.2,Rendah,2
268.92,1,6,1,29.0,1,148.0,1.0,8765.38,Tinggi,2
219.02,0,36,2,54.0,1,68.0,1.0,7375.73,Tinggi,1
125.14,1,3,1,20.0,3,31.0,1.0,1845.18,Sedang,3
47.6,1,2,2,53.0,1,115.0,1.0,1382.51,Rendah,1
592.82,1,22,2,74.0,2,248.0,1.0,7508.98,Sangat Tinggi,4
372.5,1,26,0,22.0,3,211.0,1.0,3901.82,Tinggi,4
4.72,1,13,1,32.0,1,20.0,1.0,4792.01,Rendah,3
144.93,1,14,1,42.0,1,74.0,1.0,6887.52,Sedang,2
316.56,1,10,2,28.0,1,261.0,1.0,8643.51,Tinggi,4
421.25,1,13,2,25.0,3,66.0,1.0,7174.69,Sangat Tinggi,0
185.71,1,41,1,48.0,1,194.0,1.0,2679.91,Sedang,4
26.27,0,32,2,45.0,1,177.0,1.0,8853.93,Rendah,2
297.03,1,2,2,61.0,2,151.0,1.0,1088.62,Tinggi,1
99.52,1,36,0,52.0,1,127.0,1.0,3798.09,Sedang,1
139.69,1,16,2,52.0,1,180.0,1.0,9567.94,Sedang,2
112.72,1,42,1,31.0,0,17.0,1.0,9630.0,Sedang,2
568.88,1,26,1,19.0,3,105.0,1.0,1307.86,Sangat Tinggi,0
189.03,1,28,0,28.0,3,50.0,1.0,1916.46,Sedang,3
189.08,1,24,1,68.0,0,238.0,1.0,10790.8,Sedang,4
283.15,1,3,2,24.0,3,180.0,1.0,603.79,Tinggi,3
151.82,1,6,0,51.0,2,105.0,1.0,2197.12,Sedang,1
438.59,1,38,2,37.0,1,103.0,1.0,8994.39,Sangat Tinggi,2
501.15,1,31,1,47.0,1,208.0,1.0,8821.84,Sangat Tinggi,4
8.95,1,28,2,76.0,2,102.0,1.0,3299.84,Rendah,1
173.6,1,2,2,21.0,3,160.0,1.0,421.44,Sedang,3
149.4,1,6,0,53.0,2,123.0,1.0,1035.22,Sedang,1
388.21,0,8,1,53.0,0,237.0,1.0,9724.49,Sangat Tinggi,4
126.04,0,5,1,65.0,2,167.0,1.0,6041.69,Sedang,1
52.04,0,7,1,50.0,0,31.0,1.0,8436.12,Rendah,2
389.7,0,2,1,62.0,0,216.0,1.0,7125.15,Sangat Tinggi,4
309.77,0,35,2,67.0,2,137.0,1.0,4378.14,Tinggi,1
724.18,1,13,1,41.0,0,134.0,1.0,10922.78,Sangat Tinggi,0
124.98,1,42,0,24.0,3,78.0,1.0,642.0,Sedang,3
487.32,1,18,1,52.0,0,164.0,1.0,7707.96,Sangat Tinggi,0
635.91,0,17,1,46.0,0,78.0,1.0,13267.09,Sangat Tinggi,2
205.65,1,15,1,62.0,2,144.0,1.0,3582.16,Tinggi,1
39.41,1,21,1,25.0,3,132.0,1.0,921.91,Rendah,3
254.0,1,26,1,35.0,0,63.0,1.0,5788.53,Tinggi,3
436.8,1,15,1,36.0,1,213.0,1.0,4515.43,Sangat Tinggi,4
224.73,1,24,1,76.0,2,63.0,1.0,7551.89,Tinggi,1
752.69,0,9,0,65.0,0,115.0,1.0,14489.69,Sangat Tinggi,0
78.5,0,38,1,31.0,0,41.0,1.0,13991.5,Rendah,2
50.0,0,17,0,53.0,0,87.0,1.0,185.87,Rendah,1
132.42,1,10,0,18.0,3,164.0,1.0,726.39,Sedang,3
83.16,1,20,0,61.0,2,177.0,1.0,3065.87,Sedang,1
149.02,0,13,1,46.0,1,176.0,1.0,9379.72,Sedang,2
74.27,0,22,2,59.0,0,148.0,1.0,13696.61,Rendah,2
876.57,0,32,0,62.0,2,118.0,1.0,3743.63,Sangat Tinggi,0
615.58,1,17,0,42.0,0,133.0,1.0,14343.0,Sangat Tinggi,2
643.03,0,17,2,36.0,1,52.0,1.0,2882.16,Sangat Tinggi,0
7.95,1,31,0,79.0,2,65.0,1.0,5631.2,Rendah,1
270.92,0,21,1,77.0,2,143.0,1.0,4574.43,Tinggi,1
499.48,1,5,0,24.0,3,133.0,1.0,1242.62,Sangat Tinggi,3
841.5,0,1,1,25.0,3,287.0,1.0,352.31,Sangat Tinggi,0
138.82,1,13,2,77.0,2,53.0,1.0,3100.22,Sedang,1
231.46,0,24,1,60.0,1,83.0,1.0,4707.24,Tinggi,1
292.08,1,8,0,72.0,2,32.0,1.0,7950.48,Tinggi,1
63.98,1,3,2,54.0,0,258.0,1.0,7954.12,Rendah,4
235.21,1,4,1,67.0,0,74.0,1.0,5946.61,Tinggi,1
201.73,1,3,2,57.0,1,78.0,1.0,6650.71,Tinggi,1
161.31,1,26,0,28.0,3,13.0,1.0,1268.67,Sedang,3
18.41,1,1,1,53.0,0,168.0,1.0,8287.54,Rendah,2
471.75,0,38,1,34.0,0,41.0,1.0,12948.5,Sangat Tinggi,2
290.02,1,25,1,55.0,1,246.0,1.0,4746.71,Tinggi,4
48.05,1,27,1,27.0,1,38.0,1.0,5334.97,Rendah,3
359.42,1,3,1,55.0,0,30.0,1.0,1765.45,Tinggi,1
32.91,1,13,2,19.0,3,255.0,1.0,427.3,Rendah,4
31.81,1,13,2,51.0,2,149.0,1.0,1406.6,Rendah,1
220.2,1,4,2,28.0,3,102.0,1.0,1075.15,Tinggi,3
476.03,0,15,1,77.0,2,99.0,1.0,5958.34,Sangat Tinggi,1
141.91,1,24,1,23.0,3,49.0,1.0,791.97,Sedang,3
95.83,1,42,2,27.0,3,91.0,1.0,1726.4,Sedang,3
51.15,0,20,1,46.0,1,199.0,1.0,8992.25,Rendah,4
50.75,1,4,0,62.0,0,185.0,1.0,8271.47,Rendah,4
185.07,1,7,1,22.0,3,159.0,1.0,636.42,Sedang,3
293.54,1,34,2,40.0,1,45.0,1.0,2290.1,Tinggi,3
285.26,1,1,0,28.0,3,93.0,1.0,167.72,Tinggi,3
743.03,1,27,0,50.0,1,174.0,1.0,4111.38,Sangat Tinggi,0
297.86,0,25,0,28.0,3,96.0,1.0,1680.14,Tinggi,3
231.92,1,16,0,66.0,0,12.0,1.0,5715.08,Tinggi,1
295.82,0,6,1,47.0,1,46.0,1.0,5897.73,Tinggi,1
81.08,1,29,0,58.0,1,56.0,1.0,7788.91,Sedang,1
775.6,0,23,1,79.0,2,158.0,1.0,3898.64,Sangat Tinggi,0
211.91,1,16,2,20.0,3,181.0,1.0,927.47,Tinggi,3
17.21,1,29,2,23.0,3,219.0,1.0,914.16,Rendah,3
38.37,1,35,0,63.0,0,135.0,1.0,8647.04,Rendah,1
269.79,1,38,0,52.0,1,17.0,1.0,1292.1,Tinggi,1
605.42,1,23,0,21.0,3,33.0,1.0,392.34,Sangat Tinggi,0
29.19,0,26,1,58.0,0,41.0,1.0,12059.85,Rendah,2
701.7,0,39,2,61.0,2,64.0,1.0,6643.24,Sangat Tinggi,0
862.34,1,18,1,57.0,0,72.0,1.0,9903.48,Sangat Tinggi,0
36.97,1,41,1,41.0,1,79.0,1.0,2850.92,Rendah,3
137.59,1,26,0,30.0,0,95.0,1.0,10679.67,Sedang,2
168.11,0,27,2,51.0,0,12.0,1.0,10652.13,Sedang,2
430.98,1,3,1,24.0,3,93.0,1.0,569.25,Sangat Tinggi,3
13.87,1,31,1,24.0,3,20.0,1.0,954.83,Rendah,3
302.82,1,17,0,36.0,1,175.0,1.0,9384.54,Tinggi,2
406.81,1,27,2,66.0,2,84.0,1.0,1968.36,Sangat Tinggi,1
256.3,1,27,2,53.0,2,172.0,1.0,4203.05,Tinggi,4
80.96,0,17,2,19.0,3,97.0,1.0,959.94,Sedang,3
95.78,1,1,2,22.0,3,27.0,1.0,271.64,Sedang,3
379.54,0,16,1,41.0,0,118.0,1.0,12571.76,Sangat Tinggi,2
903.19,1,12,2,22.0,3,65.0,1.0,8627.08,Sangat Tinggi,0
847.45,1,17,1,28.0,3,175.0,1.0,422.32,Sangat Tinggi,0
295.18,0,9,1,66.0,0,31.0,1.0,12961.53,Tinggi,2
18.46,1,5,1,68.0,2,213.0,1.0,6381.6,Rendah,4
603.23,1,11,1,28.0,3,48.0,1.0,117.98,Sangat Tinggi,0
54.5,0,30,1,57.0,2,147.0,1.0,1715.22,Rendah,1
414.77,1,37,2,29.0,0,274.0,1.0,5599.81,Sangat Tinggi,4
886.19,1,7,1,61.0,2,69.0,1.0,7904.24,Sangat Tinggi,0
440.03,1,38,2,49.0,1,88.0,1.0,1490.44,Sangat Tinggi,0
76.39,1,10,1,18.0,3,219.0,1.0,5976.0,Rendah,4
595.91,0,35,0,19.0,3,162.0,1.0,1673.76,Sangat Tinggi,0
6.03,1,6,1,76.0,2,70.0,1.0,3290.72,Rendah,1
249.34,1,5,0,26.0,1,197.0,1.0,3030.97,Tinggi,4
421.52,1,38,1,20.0,3,67.0,1.0,369.86,Sangat Tinggi,3
189.77,1,33,1,58.0,1,24.0,1.0,6570.36,Sedang,1
73.19,1,1,1,76.0,2,213.0,1.0,2264.98,Rendah,1
188.13,0,17,2,75.0,2,198.0,1.0,5029.87,Sedang,1
30.52,1,17,1,62.0,0,122.0,1.0,12327.74,Rendah,2
170.24,1,37,1,62.0,2,133.0,1.0,5172.99,Sedang,1
56.62,1,2,1,54.0,0,121.0,1.0,8981.1,Rendah,2
53.14,1,19,0,34.0,0,70.0,1.0,7915.0,Rendah,2
587.23,1,29,2,27.0,3,144.0,1.0,500.84,Sangat Tinggi,0
21.27,0,16,2,62.0,2,114.0,1.0,7392.79,Rendah,1
76.02,0,0,2,34.0,0,189.0,1.0,14765.41,Rendah,2
135.15,1,7,2,72.0,2,50.0,1.0,5878.14,Sedang,1
39.48,1,29,0,56.0,2,38.0,1.0,5889.51,Rendah,1
451.68,1,15,2,33.0,1,15.0,1.0,4381.54,Sangat Tinggi,0
355.0,0,13,2,26.0,3,33.0,1.0,185.47,Tinggi,3
427.69,1,33,0,43.0,1,236.0,1.0,2443.54,Sangat Tinggi,4
254.86,1,4,1,23.0,3,102.0,1.0,699.9,Tinggi,3
190.17,1,3,0,49.0,0,265.0,1.0,12893.85,Sedang,4
206.63,0,28,2,59.0,2,128.0,1.0,7626.53,Tinggi,1
93.22,1,5,2,52.0,2,52.0,1.0,1014.63,Sedang,1
641.06,1,7,0,23.0,3,25.0,1.0,1602.13,Sangat Tinggi,0
836.45,1,41,2,61.0,2,63.0,1.0,1731.89,Sangat Tinggi,0
189.45,0,4,1,53.0,0,62.0,1.0,12578.75,Sedang,2
91.84,0,23,1,67.0,2,80.0,1.0,1712.41,Sedang,1
609.52,1,42,0,78.0,2,169.0,1.0,3485.03,Sangat Tinggi,0
859.3,0,7,1,78.0,2,68.0,1.0,1146.78,Sangat Tinggi,0
100.01,1,30,0,50.0,0,63.0,1.0,6393.12,Sedang,1
28.78,0,40,2,40.0,0,51.0,1.0,680.55,Rendah,3
111.08,1,6,2,70.0,0,83.0,1.0,7037.34,Sedang,1
52.23,0,37,1,28.0,3,96.0,1.0,105.01,Rendah,3
78.62,1,28,1,32.0,0,52.0,1.0,1360.85,Rendah,3
333.97,1,14,1,52.0,0,45.0,1.0,5237.36,Tinggi,1
30.87,1,14,0,33.0,0,295.0,1.0,14348.65,Rendah,4
710.43,1,36,2,67.0,2,115.0,1.0,5625.55,Sangat Tinggi,0
220.23,1,25,0,41.0,1,48.0,1.0,3438.02,Tinggi,3
27.28,1,1,0,29.0,0,96.0,1.0,10668.24,Rendah,2
101.52,1,40,0,49.0,1,98.0,1.0,2018.9,Sedang,1
162.65,1,27,0,59.0,1,147.0,1.0,9500.95,Sedang,2
10.52,1,18,0,55.0,2,30.0,1.0,2472.99,Rendah,1
270.72,1,20,1,38.0,0,37.0,1.0,6522.47,Tinggi,2
247.58,1,35,0,39.0,1,152.0,1.0,778.74,Tinggi,3
359.65,0,17,2,25.0,3,289.0,1.0,219.53,Tinggi,4
109.91,1,39,1,38.0,0,90.0,1.0,12896.06,Sedang,2
215.72,0,8,1,30.0,1,137.0,1.0,8697.11,Tinggi,2
224.28,1,6,2,64.0,2,68.0,1.0,5767.51,Tinggi,1
608.79,1,13,2,55.0,1,157.0,1.0,2991.17,Sangat Tinggi,0
840.16,0,7,1,20.0,3,68.0,1.0,1236.76,Sangat Tinggi,0
203.34,1,31,0,60.0,0,66.0,1.0,13586.99,Tinggi,2
90.88,1,7,0,26.0,1,284.0,1.0,7117.35,Sedang,4
60.11,0,0,1,61.0,2,122.0,1.0,7235.87,Rendah,1
393.92,1,22,1,72.0,2,47.0,1.0,7318.64,Sangat Tinggi,1
19.39,1,7,0,43.0,0,45.0,1.0,9847.6,Rendah,2
557.41,0,42,2,80.0,2,49.0,1.0,2968.75,Sangat Tinggi,1
57.07,0,4,2,31.0,0,99.0,1.0,9323.71,Rendah,2
395.27,0,24,2,18.0,3,167.0,1.0,1764.08,Sangat Tinggi,3
289.05,1,27,0,75.0,2,116.0,1.0,5683.49,Tinggi,1
46.11,1,37,2,33.0,0,233.0,1.0,5225.73,Rendah,4
335.5,1,34,0,63.0,2,47.0,1.0,6445.4,Tinggi,1
388.07,1,39,2,24.0,3,68.0,1.0,289.71,Sangat Tinggi,3
520.86,0,34,2,51.0,1,66.0,1.0,9200.74,Sangat Tinggi,0
787.41,1,22,2,25.0,3,39.0,1.0,300.87,Sangat Tinggi,0
31.7,0,33,0,48.0,0,121.0,1.0,743.9,Rendah,3
22.3,1,30,0,21.0,3,90.0,1.0,1200.35,Rendah,3
203.12,1,38,0,56.0,2,181.0,1.0,1562.39,Tinggi,4
315.94,0,33,1,49.0,0,172.0,1.0,7719.71,Tinggi,4
0.26,1,28,2,20.0,3,173.0,1.0,1833.67,Rendah,3
210.77,1,23,0,71.0,2,161.0,1.0,5396.65,Tinggi,1
406.65,1,23,0,57.0,0,107.0,1.0,12995.7,Sangat Tinggi,2
422.9,1,40,0,40.0,1,111.0,1.0,7616.43,Sangat Tinggi,0
20.62,0,30,0,35.0,0,225.0,1.0,12500.8,Rendah,2
174.39,1,37,0,19.0,3,36.0,1.0,1127.08,Sedang,3
54.85,0,37,1,58.0,2,40.0,1.0,2727.45,Rendah,1
16.55,1,40,1,26.0,1,159.0,1.0,6089.79,Rendah,3
91.32,1,25,1,58.0,1,77.0,1.0,2618.1,Sedang,1
49.62,1,32,0,55.0,1,111.0,1.0,3841.42,Rendah,1
487.16,0,20,1,28.0,3,84.0,1.0,321.21,Sangat Tinggi,3
405.6,1,40,2,37.0,1,44.0,1.0,9754.73,Sangat Tinggi,2
512.95,1,8,1,57.0,1,143.0,1.0,9584.52,Sangat Tinggi,0
345.94,1,32,0,31.0,0,163.0,1.0,7624.56,Tinggi,2
356.56,1,27,2,47.0,1,52.0,1.0,2485.73,Tinggi,1
10.31,1,21,2,36.0,1,280.0,1.0,2137.9,Rendah,4
211.69,1,1,1,30.0,0,111.0,1.0,6412.85,Tinggi,3
221.49,0,28,1,23.0,3,196.0,1.0,707.25,Tinggi,3
116.88,1,22,0,45.0,0,263.0,1.0,7717.34,Sedang,4
328.77,0,36,2,39.0,0,247.0,1.0,6967.03,Tinggi,4
77.53,1,21,1,54.0,2,55.0,1.0,5158.6,Rendah,1
421.74,1,38,2,67.0,0,103.0,1.0,12031.14,Sangat Tinggi,2
313.69,1,28,1,73.0,2,152.0,1.0,7093.68,Tinggi,1
411.72,1,42,1,29.0,0,153.0,1.0,8539.86,Sangat Tinggi,2
508.73,1,6,1,59.0,2,89.0,1.0,7640.57,Sangat Tinggi,0
153.08,1,29,0,24.0,3,201.0,1.0,1292.21,Sedang,3
23.01,1,19,1,63.0,2,166.0,1.0,5958.75,Rendah,1
69.28,1,20,2,25.0,3,129.0,1.0,708.74,Rendah,3
51.25,0,2,1,28.0,3,66.0,1.0,1744.4,Rendah,3
407.65,1,10,0,25.0,3,263.0,1.0,273.78,Sangat Tinggi,4
459.25,1,40,1,25.0,3,59.0,1.0,130.76,Sangat Tinggi,3
301.56,1,39,1,49.0,0,118.0,1.0,10389.6,Tinggi,2
17.67,1,36,2,63.0,0,91.0,1.0,1048.18,Rendah,1
5.29,0,37,2,32.0,0,132.0,1.0,12896.68,Rendah,2
401.37,1,20,1,43.0,1,251.0,1.0,8208.54,Sangat Tinggi,4
145.4,1,40,2,38.0,1,24.0,1.0,5244.49,Sedang,3
34.31,1,30,0,24.0,3,251.0,1.0,1484.76,Rendah,4
780.59,0,40,2,23.0,3,145.0,1.0,6513.34,Sangat Tinggi,0
282.65,1,13,0,35.0,0,161.0,1.0,13801.15,Tinggi,2
305.27,1,19,2,68.0,0,147.0,1.0,12958.65,Tinggi,2
185.81,1,2,2,32.0,0,116.0,1.0,9588.71,Sedang,2
447.95,1,40,1,29.0,1,75.0,1.0,7544.4,Sangat Tinggi,0
279.3,1,28,0,19.0,3,48.0,1.0,1193.61,Tinggi,3
611.15,1,11,0,27.0,3,121.0,1.0,892.83,Sangat Tinggi,0
275.2,1,27,2,54.0,1,81.0,1.0,1230.12,Tinggi,1
427.79,1,38,1,18.0,3,189.0,1.0,1479.67,Sangat Tinggi,3
102.81,1,39,1,76.0,2,47.0,1.0,3228.87,Sedang,1
22.61,1,39,2,19.0,3,145.0,1.0,1111.67,Rendah,3
68.28,1,4,2,56.0,1,293.0,1.0,3213.16,Rendah,4
33.65,0,27,2,63.0,0,146.0,1.0,12719.93,Rendah,2
362.68,0,24,0,63.0,2,137.0,1.0,2040.77,Tinggi,1
73.23,1,37,1,20.0,3,172.0,1.0,1309.85,Rendah,3
654.49,0,2,2,25.0,3,104.0,1.0,164.61,Sangat Tinggi,0
18.56,0,22,1,49.0,1,161.0,1.0,4230.37,Rendah,1
389.05,1,9,0,27.0,3,41.0,1.0,761.0,Sangat Tinggi,3
66.91,1,39,0,39.0,0,85.0,1.0,871.1,Rendah,3
335.48,1,28,1,45.0,1,155.0,1.0,3023.16,Tinggi,4
38.14,1,0,2,19.0,3,174.0,1.0,1119.21,Rendah,3
360.02,1,9,2,68.0,2,68.0,1.0,6400.59,Tinggi,1
567.71,1,22,2,63.0,0,80.0,1.0,13884.24,Sangat Tinggi,2
218.19,1,2,0,19.0,3,185.0,1.0,620.83,Tinggi,3
209.99,1,10,0,19.0,3,40.0,1.0,1938.01,Tinggi,3
11.02,1,40,1,19.0,3,280.0,1.0,964.79,Rendah,4
83.43,1,27,2,56.0,2,109.0,1.0,1870.16,Sedang,1
344.97,1,2,2,34.0,0,106.0,1.0,5577.94,Tinggi,3
172.29,1,12,0,36.0,1,283.0,1.0,8700.8,Sedang,4
